raw_name,first_name,last_name,f_count,m_count
DAGEN,DAGEN,,0,50
DAGEN GABRIEL,DAGEN,GABRIEL,0,50
DAGFIN,DAGFIN,,0,1
DAGFINN,DAGFINN,,0,1
DAGGAN,DAGGAN,,0,50
DAGHAN,DAGHAN,,0,1
DAGHEID,DAGHEID,,1,0
DAGI,DAGI,,1,0
DAGIM,DAGIM,,0,50
DAGMAR,DAGMAR,,62,0
DAGMARA,DAGMARA,,31,0
DAGMAWE,DAGMAWE,,0,50
DAGMAWI,DAGMAWI,,0,50
DAGMAWIT,DAGMAWIT,,50,0
DAGNE,DAGNE,,50,0
DAGNEY,DAGNEY,,29,0
DAGNIA,DAGNIA,,50,0
DAGNIJA,DAGNIJA,,1,0
DAGNIS,DAGNIS,,0,1
DAGNY,DAGNY,,54,0
DAGO,DAGO,,0,29
DAGOBERT,DAGOBERT,,0,4
DAGOBERTO,DAGOBERTO,,0,57
DAGOMAR,DAGOMAR,,0,4
DAGON,DAGON,,0,50
DAGONET,DAGONET,,0,50
DAGRIN,DAGRIN,,0,50
DAGRUN,DAGRUN,,1,0
DAGRUND,DAGRUND,,1,0
DAGRUNN,DAGRUNN,,1,0
DAGUAN,DAGUAN,,0,29
DAGUR,DAGUR,,0,51
DAH,DAH,,29,0
DAH OOM,DAH,OOM,50,0
DAHA,DAHA,,0,29
DAHAB,DAHAB,,50,0
DAHABO,DAHABO,,50,0
DAHALIA,DAHALIA,,29,0
DAHANA,DAHANA,,29,0
DAHANI,DAHANI,,0,29
DAHEN,DAHEN,,0,29
DAHI,DAHI,,0,29
DAHIANA,DAHIANA,,29,0
DAHIANNA,DAHIANNA,,29,0
DAHIR,DAHIR,,0,50
DAHJA,DAHJA,,29,0
DAHKARAI,DAHKARAI,,0,50
DAHKOTA,DAHKOTA,,0,50
DAHL,DAHL,,0,50
DAHLAK,DAHLAK,,0,50
DAHLAL,DAHLAL,,50,0
DAHLEA,DAHLEA,,50,0
DAHLELA,DAHLELA,,50,0
DAHLEN,DAHLEN,,0,50
DAHLENE,DAHLENE,,50,0
DAHLIA,DAHLIA,,53,0
DAHLIAH,DAHLIAH,,50,0
DAHLIEA,DAHLIEA,,50,0
DAHLILA,DAHLILA,,29,0
DAHLILAH,DAHLILAH,,29,0
DAHLIN,DAHLIN,,0,50
DAHLON,DAHLON,,0,29
DAHLTEN,DAHLTEN,,0,50
DAHLTON,DAHLTON,,0,50
DAHLYA,DAHLYA,,29,0
DAHLYLA,DAHLYLA,,29,0
DAHLYN,DAHLYN,,50,0
DAHMANE,DAHMANE,,0,50
DAHMARI,DAHMARI,,0,29
DAHMIR,DAHMIR,,0,29
DAHMYA,DAHMYA,,50,0
DAHN,DAHN,,50,0
DAHNA,DAHNA,,50,0
DAHNAE,DAHNAE,,50,0
DAHNDRAY,DAHNDRAY,,0,29
DAHNIKA,DAHNIKA,,50,0
DAHNISH,DAHNISH,,0,29
DAHNTAY,DAHNTAY,,0,29
DAHNYA,DAHNYA,,29,0
DAHQUAN,DAHQUAN,,0,29
DAHRA,DAHRA,,50,0
DAHRAAN,DAHRAAN,,50,0
DAHVES,DAHVES,,0,50
DAI,DAI,,0,53
DAI ANNA,DAI,ANNA,50,0
DAI DAY,DAI,DAY,50,0
DAIA,DAIA,,29,0
DAIAH,DAIAH,,29,0
DAIAN,DAIAN,,0,29
DAIANA,DAIANA,,51,0
DAIANE,DAIANE,,50,0
DAIANERA,DAIANERA,,29,0
DAIANNA,DAIANNA,,29,0
DAICE,DAICE,,50,0
DAICEA,DAICEA,,50,0
DAICEY,DAICEY,,50,0
DAICHI,DAICHI,,0,51
DAICIA,DAICIA,,50,0
DAICY,DAICY,,29,0
DAID,DAID,,0,29
DAIDEN,DAIDEN,,0,29
DAIDIEN,DAIDIEN,,50,0
DAIDRA,DAIDRA,,50,0
DAIDRE,DAIDRE,,29,0
DAIDRIAN,DAIDRIAN,,0,29
DAIDRIEN,DAIDRIEN,,50,0
DAIDYN,DAIDYN,,0,50
DAIEL,DAIEL,,0,29
DAIELLE,DAIELLE,,29,0
DAIES,DAIES,,0,29
DAIGA,DAIGA,,1,0
DAIGAN,DAIGAN,,0,50
DAIGEN,DAIGEN,,0,50
DAIGN,DAIGN,,0,50
DAIGO,DAIGO,,0,29
DAIGON,DAIGON,,0,29
DAIGUAN,DAIGUAN,,0,29
DAIJA,DAIJA,,50,0
DAIJAH,DAIJAH,,50,0
DAIJALYN,DAIJALYN,,50,0
DAIJANA,DAIJANA,,29,0
DAIJANAE,DAIJANAE,,29,0
DAIJANAY,DAIJANAY,,29,0
DAIJAUN,DAIJAUN,,0,29
DAIJHA,DAIJHA,,29,0
DAIJI,DAIJI,,0,1
DAIJIA,DAIJIA,,29,0
DAIJIAH,DAIJIAH,,29,0
DAIJIRO,DAIJIRO,,0,50
DAIJOHN,DAIJOHN,,0,29
DAIJON,DAIJON,,0,29
DAIJOUR,DAIJOUR,,0,29
DAIJSHA,DAIJSHA,,29,0
DAIJUAN,DAIJUAN,,0,29
DAIKI,DAIKI,,0,51
DAIKOTA,DAIKOTA,,0,50
DAIKWON,DAIKWON,,0,29
DAILA,DAILA,,50,0
DAILAH,DAILAH,,29,0
DAILAN,DAILAN,,0,50
DAILANA,DAILANA,,50,0
DAILANI,DAILANI,,29,0
DAILE,DAILE,,50,0
DAILEAS,DAILEAS,,0,50
DAILEE,DAILEE,,29,0
DAILEEN,DAILEEN,,50,0
DAILEN,DAILEN,,0,29
DAILENE,DAILENE,,50,0
DAILEY,DAILEY,,50,0
DAILIANA,DAILIANA,,50,0
DAILIN,DAILIN,,0,50
DAILLEY,DAILLEY,,29,0
DAILLON,DAILLON,,0,50
DAILON,DAILON,,0,50
DAILONIS,DAILONIS,,0,1
DAILY,DAILY,,0,50
DAILYNN,DAILYNN,,50,0
DAILYNNE,DAILYNNE,,29,0
DAIM,DAIM,,0,50
DAIMAN,DAIMAN,,0,29
DAIMAR,DAIMAR,,0,29
DAIMARELY,DAIMARELY,,29,0
DAIMARION,DAIMARION,,0,29
DAIMEN,DAIMEN,,0,50
DAIMEON,DAIMEON,,0,29
DAIMERY,DAIMERY,,50,0
DAIMEY,DAIMEY,,50,0
DAIMIAN,DAIMIAN,,0,29
DAIMIELLE,DAIMIELLE,,50,0
DAIMIEN,DAIMIEN,,0,50
DAIMION,DAIMION,,0,50
DAIMON,DAIMON,,0,50
DAIMOND,DAIMOND,,29,0
DAIMYAN,DAIMYAN,,0,50
DAIMYN,DAIMYN,,0,50
DAIN,DAIN,,0,50
DAINA,DAINA,,31,0
DAINA ASHLEY,DAINA,ASHLEY,50,0
DAINA MAY,DAINA,MAY,50,0
DAINAH,DAINAH,,0,23
DAINAN,DAINAN,,0,50
DAINARA,DAINARA,,29,0
DAINE,DAINE,,0,50
DAINEAL,DAINEAL,,0,50
DAINEK,DAINEK,,0,50
DAINEL,DAINEL,,0,29
DAINELLE,DAINELLE,,29,0
DAINEN,DAINEN,,0,50
DAINERA,DAINERA,,29,0
DAINETTE,DAINETTE,,29,0
DAINIAN,DAINIAN,,0,29
DAINIE,DAINIE,,50,0
DAINIEL,DAINIEL,,0,50
DAINIS,DAINIS,,0,31
DAINIUS,DAINIUS,,0,30
DAINNA,DAINNA,,50,0
DAINNON,DAINNON,,0,50
DAINOM,DAINOM,,0,50
DAINON,DAINON,,0,29
DAINORAS,DAINORAS,,0,1
DAINOTAS,DAINOTAS,,0,1
DAINTIN,DAINTIN,,0,29
DAINTON,DAINTON,,0,29
DAINTRE,DAINTRE,,50,0
DAINTRIE,DAINTRIE,,50,0
DAINTRY,DAINTRY,,50,0
DAINTY,DAINTY,,29,0
DAINUVITE,DAINUVITE,,1,0
DAION,DAION,,0,29
DAIONA,DAIONA,,29,0
DAIONNA,DAIONNA,,29,0
DAIONNE,DAIONNE,,29,0
DAIQUAN,DAIQUAN,,0,29
DAIQUIRI,DAIQUIRI,,29,0
DAIQUON,DAIQUON,,0,29
DAIR,DAIR,,0,50
DAIRA,DAIRA,,51,0
DAIRE,DAIRE,,0,50
DAIREL,DAIREL,,0,29
DAIREN,DAIREN,,0,29
DAIRI,DAIRI,,1,0
DAIRIAN,DAIRIAN,,50,0
DAIRIN,DAIRIN,,29,0
DAIRINE,DAIRINE,,29,0
DAIRION,DAIRION,,0,29
DAIRIS,DAIRIS,,0,29
DAIRIUS,DAIRIUS,,0,29
DAIRL,DAIRL,,0,50
DAIRO,DAIRO,,0,29
DAIRON,DAIRON,,0,50
DAIRRA,DAIRRA,,29,0
DAIRRAH,DAIRRAH,,50,0
DAIRRIUS,DAIRRIUS,,0,50
DAIRUS,DAIRUS,,0,50
DAIRY,DAIRY,,29,0
DAIRYAN,DAIRYAN,,50,0
DAIRYN,DAIRYN,,29,0
DAIS,DAIS,,50,0
DAISA,DAISA,,50,0
DAISAKU,DAISAKU,,0,29
DAISALYNN,DAISALYNN,,50,0
DAISAN,DAISAN,,0,50
DAISE,DAISE,,29,0
DAISEAN,DAISEAN,,0,50
DAISEE,DAISEE,,29,0
DAISEY,DAISEY,,50,0
DAISHA,DAISHA,,50,0
DAISHAE,DAISHAE,,29,0
DAISHANA,DAISHANA,,29,0
DAISHANAE,DAISHANAE,,29,0
DAISHANAY,DAISHANAY,,29,0
DAISHAUN,DAISHAUN,,0,29
DAISHAWN,DAISHAWN,,0,50
DAISHIA,DAISHIA,,29,0
DAISHIRO,DAISHIRO,,0,1
DAISHON,DAISHON,,0,29
DAISHONA,DAISHONA,,50,0
DAISHUN,DAISHUN,,0,29
DAISI,DAISI,,29,0
DAISIA,DAISIA,,50,0
DAISIE,DAISIE,,50,0
DAISIE JANE,DAISIE,JANE,29,0
DAISIE MAE,DAISIE,MAE,29,0
DAISIE MAI,DAISIE,MAI,29,0
DAISIE MAY,DAISIE,MAY,29,0
DAISJA,DAISJA,,29,0
DAISJAH,DAISJAH,,29,0
DAISLYN,DAISLYN,,0,50
DAISON,DAISON,,0,29
DAISSON,DAISSON,,0,50
DAISSY,DAISSY,,29,0
DAISUKE,DAISUKE,,0,30
DAISY,DAISY,,56,0
DAISY ANN,DAISY,ANN,29,0
DAISY ANNA,DAISY,ANNA,29,0
DAISY ANNE,DAISY,ANNE,29,0
DAISY BEAU,DAISY,BEAU,29,0
DAISY BELLE,DAISY,BELLE,29,0
DAISY BO,DAISY,BO,29,0
DAISY BOO,DAISY,BOO,29,0
DAISY BRIDGET,DAISY,BRIDGET,29,0
DAISY GRACE,DAISY,GRACE,29,0
DAISY JANE,DAISY,JANE,29,0
DAISY JAYNE,DAISY,JAYNE,29,0
DAISY JO,DAISY,JO,29,0
DAISY LEA,DAISY,LEA,29,0
DAISY LEE,DAISY,LEE,29,0
DAISY LEIGH,DAISY,LEIGH,29,0
DAISY LOU,DAISY,LOU,29,0
DAISY LOUISE,DAISY,LOUISE,29,0
DAISY LYN,DAISY,LYN,29,0
DAISY LYNN,DAISY,LYNN,50,0
DAISY MAE,DAISY,MAE,29,0
DAISY MAI,DAISY,MAI,29,0
DAISY MARIE,DAISY,MARIE,29,0
DAISY MAY,DAISY,MAY,29,0
DAISY MILANA,DAISY,MILANA,29,0
DAISY RAE,DAISY,RAE,29,0
DAISY ROSE,DAISY,ROSE,29,0
DAISY SUE,DAISY,SUE,29,0
DAISYA,DAISYA,,29,0
DAISYE,DAISYE,,29,0
DAISYMAE,DAISYMAE,,29,0
DAISYMARIE,DAISYMARIE,,29,0
DAISYMAY,DAISYMAY,,29,0
DAISYNAE,DAISYNAE,,50,0
DAITEN,DAITEN,,0,29
DAITHAN,DAITHAN,,0,50
DAITHI,DAITHI,,0,29
DAITON,DAITON,,0,50
DAITYN,DAITYN,,29,0
DAIVA,DAIVA,,51,0
DAIVD,DAIVD,,0,29
DAIVEN,DAIVEN,,0,29
DAIVEON,DAIVEON,,0,29
DAIVIAN,DAIVIAN,,0,29
DAIVID,DAIVID,,0,29
DAIVIK,DAIVIK,,0,29
DAIVIN,DAIVIN,,0,50
DAIVION,DAIVION,,0,29
DAIVON,DAIVON,,0,29
DAIVYA,DAIVYA,,0,50
DAIVYON,DAIVYON,,0,29
DAIWIK,DAIWIK,,0,50
DAIYA,DAIYA,,50,0
DAIYAAN,DAIYAAN,,0,29
DAIYAN,DAIYAN,,0,50
DAIYANA,DAIYANA,,29,0
DAIYNA,DAIYNA,,29,0
DAIYON,DAIYON,,0,29
DAIYU,DAIYU,,0,50
DAIZA,DAIZA,,29,0
DAIZAH,DAIZAH,,29,0
DAIZEE,DAIZEE,,29,0
DAIZEE JOY,DAIZEE,JOY,50,0
DAIZHA,DAIZHA,,29,0
DAIZHANE,DAIZHANE,,29,0
DAIZHAUN,DAIZHAUN,,0,29
DAIZHON,DAIZHON,,0,29
DAIZIA,DAIZIA,,29,0
DAIZIE,DAIZIE,,29,0
DAIZJA,DAIZJA,,29,0
DAIZJAH,DAIZJAH,,29,0
DAIZO,DAIZO,,0,1
DAIZON,DAIZON,,0,29
DAIZSA,DAIZSA,,29,0
DAIZY,DAIZY,,50,0
DAIZY LEE,DAIZY,LEE,50,0
DAIZY MAE,DAIZY,MAE,50,0
DAJA,DAJA,,33,0
DAJAE,DAJAE,,29,0
DAJAH,DAJAH,,29,0
DAJAHA,DAJAHA,,29,0
DAJAHN,DAJAHN,,0,29
DAJAHNAE,DAJAHNAE,,29,0
DAJAHNAY,DAJAHNAY,,29,0
DAJAI,DAJAI,,29,0
DAJALEE,DAJALEE,,50,0
DAJAN,DAJAN,,0,50
DAJANA,DAJANA,,53,0
DAJANAE,DAJANAE,,29,0
DAJANAI,DAJANAI,,29,0
DAJANAY,DAJANAY,,29,0
DAJANE,DAJANE,,29,0
DAJANEA,DAJANEA,,29,0
DAJANEE,DAJANEE,,29,0
DAJANIQUE,DAJANIQUE,,29,0
DAJAUN,DAJAUN,,0,29
DAJAUNA,DAJAUNA,,29,0
DAJAVETTE,DAJAVETTE,,29,0
DAJE,DAJE,,29,0
DAJEA,DAJEA,,29,0
DAJEAN,DAJEAN,,0,29
DAJEE,DAJEE,,29,0
DAJEL,DAJEL,,0,50
DAJHA,DAJHA,,29,0
DAJHIA,DAJHIA,,29,0
DAJHON,DAJHON,,0,29
DAJIA,DAJIA,,0,23
DAJIAH,DAJIAH,,29,0
DAJIANA,DAJIANA,,29,0
DAJION,DAJION,,0,29
DAJOHN,DAJOHN,,0,29
DAJON,DAJON,,0,29
DAJONA,DAJONA,,29,0
DAJONAE,DAJONAE,,29,0
DAJONIQUE,DAJONIQUE,,29,0
DAJONNA,DAJONNA,,29,0
DAJOUN,DAJOUN,,0,29
DAJOUR,DAJOUR,,0,29
DAJOURE,DAJOURE,,0,29
DAJSHA,DAJSHA,,50,0
DAJSHIA,DAJSHIA,,29,0
DAJUA,DAJUA,,29,0
DAJUAN,DAJUAN,,0,29
DAJUANA,DAJUANA,,29,0
DAJUN,DAJUN,,0,29
DAJUNG,DAJUNG,,29,0
DAJUON,DAJUON,,0,29
DAJZA,DAJZA,,29,0
DAK,DAK,,0,50
DAKA,DAKA,,50,0
DAKAI,DAKAI,,0,29
DAKAR,DAKAR,,0,29
DAKARA,DAKARA,,29,0
DAKARAI,DAKARAI,,0,29
DAKARI,DAKARI,,0,29
DAKARIA,DAKARIA,,29,0
DAKARIE,DAKARIE,,0,29
DAKARII,DAKARII,,0,29
DAKARION,DAKARION,,0,29
DAKARRI,DAKARRI,,0,29
DAKAYA,DAKAYA,,50,0
DAKAYDA,DAKAYDA,,50,0
DAKAYDEN,DAKAYDEN,,0,29
DAKAYLA,DAKAYLA,,29,0
DAKEEM,DAKEEM,,0,29
DAKEISHA,DAKEISHA,,29,0
DAKEN,DAKEN,,0,50
DAKERA,DAKERA,,29,0
DAKERIA,DAKERIA,,29,0
DAKERIAH,DAKERIAH,,50,0
DAKESHA,DAKESHA,,29,0
DAKEYRAS,DAKEYRAS,,0,50
DAKHARI,DAKHARI,,0,29
DAKHIA,DAKHIA,,29,0
DAKIA,DAKIA,,29,0
DAKIM,DAKIM,,0,29
DAKIN,DAKIN,,0,50
DAKINE,DAKINE,,0,50
DAKING,DAKING,,0,29
DAKIRA,DAKIRA,,50,0
DAKIRRI,DAKIRRI,,0,50
DAKISHA,DAKISHA,,29,0
DAKITA,DAKITA,,29,0
DAKIYA,DAKIYA,,29,0
DAKIYAH,DAKIYAH,,29,0
DAKKER,DAKKER,,0,50
DAKKOTA,DAKKOTA,,50,0
DAKKOTA JUSTICE GLENN,DAKKOTA,JUSTICE GLENN,0,50
DAKO,DAKO,,0,4
DAKOA,DAKOA,,50,0
DAKOATA,DAKOATA,,0,50
DAKOHTA,DAKOHTA,,50,0
DAKONA,DAKONA,,0,50
DAKORI,DAKORI,,0,29
DAKOSTA,DAKOSTA,,0,50
DAKOTA BEAU,DAKOTA,BEAU,0,50
DAKOTA DAWN,DAKOTA,DAWN,50,0
DAKOTA JEAN,DAKOTA,JEAN,50,0
DAKOTA LEE,DAKOTA,LEE,50,0
DAKOTA LEIGH,DAKOTA,LEIGH,50,0
DAKOTA LYN,DAKOTA,LYN,50,0
DAKOTA RAE,DAKOTA,RAE,50,0
DAKOTA RAYNE,DAKOTA,RAYNE,50,0
DAKOTAH,DAKOTAH,,0,29
DAKOTAJAMES,DAKOTAJAMES,,0,29
DAKOTTA,DAKOTTA,,50,0
DAKOWTA,DAKOWTA,,0,50
DAKOYTA,DAKOYTA,,0,50
DAKS,DAKS,,0,50
DAKSH,DAKSH,,0,50
DAKSHA,DAKSHA,,50,0
DAKSHAN,DAKSHAN,,0,50
DAKSHAYSINGH,DAKSHAYSINGH,,0,50
DAKSHDEEP,DAKSHDEEP,,0,50
DAKSHPREET,DAKSHPREET,,0,50
DAKSYN,DAKSYN,,0,50
DAKTARI,DAKTARI,,0,29
DAKUAN,DAKUAN,,0,29
DAKUKUBIE,DAKUKUBIE,,0,29
DAKWAN,DAKWAN,,0,29
DAKWON,DAKWON,,0,29
DAKYA,DAKYA,,29,0
DAKYAH,DAKYAH,,29,0
DAKYLA,DAKYLA,,50,0
DAKYOTA,DAKYOTA,,50,0
DAKYRA,DAKYRA,,29,0
DAKYRAH,DAKYRAH,,29,0
DAKZI,DAKZI,,50,0
DAL,DAL,,0,29
DAL SOO,DAL,SOO,0,2
DALA,DALA,,29,0
DALACE,DALACE,,50,0
DALAI,DALAI,,29,0
DALAIGH,DALAIGH,,0,29
DALAIKA,DALAIKA,,50,0
DALAILA,DALAILA,,29,0
DALAINA,DALAINA,,50,0
DALAINE,DALAINE,,50,0
DALAINEE,DALAINEE,,50,0
DALAINEY,DALAINEY,,29,0
DALAINYA,DALAINYA,,50,0
DALAJAH,DALAJAH,,29,0
DALAKAY,DALAKAY,,0,50
DALAL,DALAL,,48,0
DALALE,DALALE,,50,0
DALAMAR,DALAMAR,,0,50
DALAN,DALAN,,0,50
DALANA,DALANA,,29,0
DALANDA,DALANDA,,50,0
DALANE,DALANE,,0,23
DALANEE,DALANEE,,50,0
DALANEY,DALANEY,,29,0
DALANI,DALANI,,29,0
DALANIE,DALANIE,,50,0
DALANNA,DALANNA,,29,0
DALANO,DALANO,,0,29
DALANTE,DALANTE,,0,29
DALANY,DALANY,,50,0
DALAREE,DALAREE,,50,0
DALARIAN,DALARIAN,,0,50
DALARIE,DALARIE,,50,0
DALAS,DALAS,,0,50
DALASHA,DALASHA,,29,0
DALASIA,DALASIA,,29,0
DALASON,DALASON,,0,50
DALAY,DALAY,,29,0
DALAYA,DALAYA,,29,0
DALAYAH,DALAYAH,,29,0
DALAYCE,DALAYCE,,50,0
DALAYJAH,DALAYJAH,,29,0
DALAYLA,DALAYLA,,50,0
DALAYNA,DALAYNA,,50,0
DALAYNEE,DALAYNEE,,29,0
DALAYNI,DALAYNI,,50,0
DALAYNIE,DALAYNIE,,29,0
DALAYS,DALAYS,,29,0
DALAYSHA,DALAYSHA,,29,0
DALAYSHIA,DALAYSHIA,,29,0
DALAYSIA,DALAYSIA,,50,0
DALBEER,DALBEER,,0,50
DALBERT,DALBERT,,0,50
DALBIR,DALBIR,,0,1
DALCY,DALCY,,50,0
DALDEN,DALDEN,,0,50
DALE,DALE,,1,29
DALE ANN,DALE,ANN,50,0
DALE LEE,DALE,LEE,50,0
DALE LYN,DALE,LYN,50,0
DALE RICHARD,DALE,RICHARD,0,50
DALEA,DALEA,,50,0
DALEAH,DALEAH,,29,0
DALEAKA,DALEAKA,,50,0
DALEAN,DALEAN,,50,0
DALEANA,DALEANA,,50,0
DALEASE,DALEASE,,50,0
DALEB,DALEB,,0,50
DALECIA,DALECIA,,29,0
DALEE,DALEE,,50,0
DALEEL,DALEEL,,0,50
DALEELA,DALEELA,,50,0
DALEEN,DALEEN,,50,0
DALEENA,DALEENA,,50,0
DALEENE,DALEENE,,50,0
DALEEP,DALEEP,,0,50
DALEESA,DALEESA,,29,0
DALEIGH,DALEIGH,,29,0
DALEILA,DALEILA,,29,0
DALEIN,DALEIN,,50,0
DALEINA,DALEINA,,50,0
DALEISHA,DALEISHA,,29,0
DALELYN,DALELYN,,50,0
DALEN,DALEN,,0,29
DALENA,DALENA,,50,0
DALENCE,DALENCE,,0,50
DALENE,DALENE,,50,0
DALENEY,DALENEY,,50,0
DALENNA,DALENNA,,50,0
DALEON,DALEON,,0,29
DALER,DALER,,0,52
DALERIE,DALERIE,,29,0
DALESA,DALESA,,29,0
DALESHA,DALESHA,,29,0
DALESHIA,DALESHIA,,29,0
DALESIA,DALESIA,,29,0
DALESSANDRO,DALESSANDRO,,0,29
DALET,DALET,,29,0
DALETH,DALETH,,29,0
DALEVIR,DALEVIR,,0,50
DALEVON,DALEVON,,0,29
DALEY,DALEY,,0,29
DALEYAH,DALEYAH,,29,0
DALEYSA,DALEYSA,,29,0
DALEYZA,DALEYZA,,29,0
DALGIZA,DALGIZA,,5,0
DALHA,DALHA,,0,50
DALHART,DALHART,,0,29
DALHIA,DALHIA,,29,0
DALI,DALI,,51,0
DALIA,DALIA,,82,0
DALIAH,DALIAH,,51,0
DALIAN,DALIAN,,0,29
DALIANA,DALIANA,,50,0
DALIANNA,DALIANNA,,50,0
DALIBOR,DALIBOR,,0,37
DALIBORKA,DALIBORKA,,1,0
DALICE,DALICE,,29,0
DALICIA,DALICIA,,29,0
DALIDA,DALIDA,,51,0
DALIE,DALIE,,50,0
DALIIL,DALIIL,,0,50
DALIJA,DALIJA,,1,0
DALIJAH,DALIJAH,,0,23
DALIL,DALIL,,0,29
DALILA,DALILA,,82,0
DALILAH,DALILAH,,50,0
DALIMIL,DALIMIL,,0,1
DALIMIR,DALIMIR,,0,1
DALIN,DALIN,,0,50
DALINA,DALINA,,51,0
DALINDA,DALINDA,,29,0
DALIO,DALIO,,0,2
DALIP,DALIP,,0,3
DALIS,DALIS,,50,0
DALISA,DALISA,,29,0
DALISHA,DALISHA,,29,0
DALISIA,DALISIA,,29,0
DALISSA,DALISSA,,29,0
DALIT,DALIT,,30,0
DALIUS,DALIUS,,0,1
DALIYA,DALIYA,,50,0
DALIYAH,DALIYAH,,50,0
DALIZA,DALIZA,,29,0
DALJEET,DALJEET,,0,30
DALJEEV,DALJEEV,,50,0
DALJINDER,DALJINDER,,0,23
DALJIT,DALJIT,,0,30
DALJOT,DALJOT,,0,50
DALL,DALL,,0,29
DALLA,DALLA,,1,50
DALLAL,DALLAL,,50,0
DALLAN,DALLAN,,0,50
DALLANA,DALLANA,,29,0
DALLANARA,DALLANARA,,29,0
DALLANO,DALLANO,,0,50
DALLAS,DALLAS,,0,29
DALLAS LLOYD,DALLAS,LLOYD,0,50
DALLASMIKISIWASIS,DALLASMIKISIWASIS,,0,50
DALLASON,DALLASON,,50,0
DALLEE,DALLEE,,50,0
DALLEN,DALLEN,,0,29
DALLENDYSHE,DALLENDYSHE,,1,0
DALLENE,DALLENE,,29,0
DALLES,DALLES,,0,50
DALLEVIN,DALLEVIN,,0,50
DALLEY,DALLEY,,0,50
DALLI,DALLI,,29,0
DALLI ANN,DALLI,ANN,50,0
DALLIA,DALLIA,,50,0
DALLIAN,DALLIAN,,50,0
DALLIE,DALLIE,,29,0
DALLIN,DALLIN,,0,50
DALLION,DALLION,,0,50
DALLIZ,DALLIZ,,50,0
DALLON,DALLON,,0,50
DALLTON,DALLTON,,0,29
DALLY,DALLY,,29,0
DALLYCE,DALLYCE,,50,0
DALLYN,DALLYN,,0,29
DALLYNN,DALLYNN,,50,0
DALLYS,DALLYS,,0,23
DALMA,DALMA,,52,0
DALMANN,DALMANN,,0,1
DALMAR,DALMAR,,0,50
DALMAZIA,DALMAZIA,,2,0
DALMAZIO,DALMAZIO,,0,2
DALMENY,DALMENY,,50,0
DALMER,DALMER,,0,50
DALMINDER,DALMINDER,,0,50
DALMIRA,DALMIRA,,21,0
DALMIRO,DALMIRO,,0,21
DALMY,DALMY,,50,0
DALOM,DALOM,,0,50
DALON,DALON,,0,50
DALOND,DALOND,,0,50
DALONDA,DALONDA,,29,0
DALONNA,DALONNA,,29,0
DALONTA,DALONTA,,0,29
DALONTAE,DALONTAE,,0,29
DALONTE,DALONTE,,0,29
DALONZO,DALONZO,,0,29
DALORES,DALORES,,29,0
DALORIS,DALORIS,,29,0
DALPHA,DALPHA,,29,0
DALPHE JOSEPH,DALPHE,JOSEPH,0,50
DALPHINE,DALPHINE,,50,0
DALPHUS,DALPHUS,,0,29
DALPREET,DALPREET,,50,0
DALRAJ,DALRAJ,,0,50
DALRESHA,DALRESHA,,50,0
DALRICK,DALRICK,,0,50
DALROS,DALROS,,1,0
DALROY,DALROY,,0,50
DALSHAWN,DALSHAWN,,0,29
DALSON,DALSON,,0,29
DALSTON,DALSTON,,0,29
DALTAN,DALTAN,,0,50
DALTEN,DALTEN,,0,50
DALTIN,DALTIN,,0,50
DALTON,DALTON,,0,29
DALTRY,DALTRY,,23,0
DALTYN,DALTYN,,0,29
DALUARA,DALUARA,,50,0
DALUS,DALUS,,50,0
DALVA,DALVA,,34,0
DALVEER,DALVEER,,0,50
DALVEN,DALVEN,,0,50
DALVIN,DALVIN,,0,50
DALVINDER,DALVINDER,,0,50
DALVIR,DALVIR,,0,50
DALVON,DALVON,,0,29
DALVYN,DALVYN,,0,29
DALWIN,DALWIN,,0,29
DALY,DALY,,29,0
DALYA,DALYA,,50,0
DALYAH,DALYAH,,50,0
DALYANI,DALYANI,,50,0
DALYCE,DALYCE,,29,0
DALYLA,DALYLA,,50,0
DALYLAH,DALYLAH,,29,0
DALYNN,DALYNN,,50,0
DALYNNA,DALYNNA,,50,0
DALYON,DALYON,,0,50
DALYSE,DALYSE,,50,0
DALYSSA,DALYSSA,,50,0
DALYZIA,DALYZIA,,50,0
DALZIEL,DALZIEL,,0,50
DAM,DAM,,0,50
DAMA,DAMA,,50,0
DAMACIO,DAMACIO,,0,29
DAMAIAH,DAMAIAH,,29,0
DAMAIN,DAMAIN,,0,50
DAMAINE,DAMAINE,,0,29
DAMAIRE,DAMAIRE,,0,29
DAMAIYA,DAMAIYA,,29,0
DAMAJ,DAMAJ,,0,29
DAMAJAE,DAMAJAE,,0,29
DAMAJAH,DAMAJAH,,0,29
DAMAJE,DAMAJE,,0,29
DAMAL,DAMAL,,0,29
DAMALI,DAMALI,,29,0
DAMAN,DAMAN,,0,29
DAMANDEEP,DAMANDEEP,,0,29
DAMANDIP,DAMANDIP,,0,50
DAMANI,DAMANI,,0,50
DAMANJIT,DAMANJIT,,0,1
DAMANJYOT,DAMANJYOT,,0,50
DAMANPREET,DAMANPREET,,29,0
DAMANTE,DAMANTE,,0,29
DAMANVEER,DAMANVEER,,0,50
DAMANVIR,DAMANVIR,,50,0
DAMANY,DAMANY,,0,29
DAMAR,DAMAR,,23,0
DAMARA,DAMARA,,50,0
DAMARAE,DAMARAE,,0,29
